"Start","Stop","Length","Frame"
4813621,4813980,360,1
5041096,5041554,459,1
5148739,5149107,369,1
5343199,5343543,345,1
5412904,5413212,309,1
5468188,5468799,612,1
5481634,5481948,315,1
5528320,5528757,438,1
5648941,5649249,309,1
5970973,5971371,399,1
6019582,6020031,450,1
6035014,6035337,324,1
6124288,6124767,480,1
6193480,6193782,303,1
6198367,6198666,300,1
6209071,6209436,366,1
6224668,6225048,381,1
6229936,6230235,300,1
6237487,6237987,501,1
6275845,6276186,342,1
6375826,6376128,303,1
6503254,6503766,513,1
6561685,6561990,306,1
6562921,6563268,348,1
6581821,6582264,444,1
6678949,6679362,414,1
6680011,6680421,411,1
6748387,6748695,309,1
6748750,6749172,423,1
6775375,6775698,324,1
6879292,6879606,315,1
6939127,6939438,312,1
6951004,6951402,399,1
6963898,6964206,309,1
7004899,7005219,321,1
7037656,7038039,384,1
7040056,7040376,321,1
7053079,7053504,426,1
7076152,7076475,324,1
7086481,7086804,324,1
7110892,7111221,330,1
7113562,7113939,378,1
7179685,7179996,312,1
7249147,7249494,348,1
7256065,7256451,387,1
7258393,7258707,315,1
7277881,7278183,303,1
7281064,7281609,546,1
7289098,7289502,405,1
7348603,7348968,366,1
7403833,7404354,522,1
7480354,7480683,330,1
7521442,7521900,459,1
7629223,7629735,513,1
7979245,7979724,480,1
8083234,8083542,309,1
8134858,8135166,309,1
8352367,8352705,339,1
8365135,8365461,327,1
8462905,8463384,480,1
8483335,8483763,429,1
8518132,8518434,303,1
8570521,8570871,351,1
8592454,8592825,372,1
8631574,8631921,348,1
8661508,8661816,309,1
8747857,8749017,1161,1
8851591,8851893,303,1
8856685,8857032,348,1
8878666,8878965,300,1
8893636,8893971,336,1
8913751,8914056,306,1
8944519,8944824,306,1
8972347,8972670,324,1
8981191,8981625,435,1
8982190,8982513,324,1
8984332,8984775,444,1
9000439,9000837,399,1
9081010,9081396,387,1
9124258,9124557,300,1
9208282,9208647,366,1
9231136,9231465,330,1
9249655,9250086,432,1
9291151,9291531,381,1
9338161,9338466,306,1
9341077,9341439,363,1
9569083,9569418,336,1
9570292,9570636,345,1
9679633,9679998,366,1
9746596,9746940,345,1
9830329,9830673,345,1
9925096,9925449,354,1
9933451,9933786,336,1
10005823,10006128,306,1
10031797,10032105,309,1
10191481,10191951,471,1
10211041,10211475,435,1
10363561,10363893,333,1
10399219,10399548,330,1
10409170,10409529,360,1
10511065,10511406,342,1
10534180,10534482,303,1
10560175,10560486,312,1
10602778,10603194,417,1
10623040,10623522,483,1
10629085,10629609,525,1
10770052,10770381,330,1
10775452,10775787,336,1
10860409,10860777,369,1
10984771,10985094,324,1
11049340,11049660,321,1
11164162,11164659,498,1
11169493,11169921,429,1
11185645,11185974,330,1
11237467,11237787,321,1
11508313,11508687,375,1
11517034,11517333,300,1
11550025,11550348,324,1
11571856,11572161,306,1
11586658,11587005,348,1
11597656,11598042,387,1
11598919,11599362,444,1
11747335,11747658,324,1
11814142,11814516,375,1
11855230,11855628,399,1
11856250,11856567,318,1
11920228,11920566,339,1
11973142,11973576,435,1
12039133,12039462,330,1
12061816,12062151,336,1
12079366,12079671,306,1
12182458,12182796,339,1
12214066,12214557,492,1
12218560,12218949,390,1
12229093,12229458,366,1
12245092,12245406,315,1
12247039,12247347,309,1
12255376,12255735,360,1
12294514,12294825,312,1
12378493,12378831,339,1
12386791,12387144,354,1
12424168,12424467,300,1
12455803,12456135,333,1
12462673,12463020,348,1
12481546,12481863,318,1
12486238,12486627,390,1
12509797,12510120,324,1
12598822,12599250,429,1
12605581,12605886,306,1
12716530,12716937,408,1
12758362,12758811,450,1
12772228,12772614,387,1
12780697,12781059,363,1
12794821,12795291,471,1
12806116,12806739,624,1
12853960,12854271,312,1
12860440,12860763,324,1
12909133,12909558,426,1
12941653,12941964,312,1
12954352,12954810,459,1
12982204,12982518,315,1
12993598,12993993,396,1
13018930,13019238,309,1
13089376,13089864,489,1
13090957,13091391,435,1
13116061,13116486,426,1
13215904,13216257,354,1
13230583,13230954,372,1
13311397,13311750,354,1
13312990,13313361,372,1
13324153,13324521,369,1
13332577,13332885,309,1
13352197,13352514,318,1
13367347,13367703,357,1
13367887,13368189,303,1
13387960,13388277,318,1
13488073,13488381,309,1
13526341,13526655,315,1
13595017,13595316,300,1
13642969,13643316,348,1
13646749,13647126,378,1
13663252,13663557,306,1
13827445,13827768,324,1
13866082,13866420,339,1
13876306,13876734,429,1
13877716,13878021,306,1
13886164,13886466,303,1
13889431,13889820,390,1
13927795,13928118,324,1
13960183,13960701,519,1
13990921,13991406,486,1
14026417,14026791,375,1
14056996,14057442,447,1
14084737,14085069,333,1
14085484,14085894,411,1
14128357,14128665,309,1
14143669,14143968,300,1
14191150,14191482,333,1
14254663,14254986,324,1
14299678,14300064,387,1
14333212,14333598,387,1
14334109,14334474,366,1
14349799,14350239,441,1
14405392,14405772,381,1
14410918,14411529,612,1
14477521,14478336,816,1
14588401,14588796,396,1
14646751,14647119,369,1
14678695,14679006,312,1
14690671,14690988,318,1
14699650,14700111,462,1
14844514,14844951,438,1
14889508,14889921,414,1
14963086,14963415,330,1
15098368,15098703,336,1
15149644,15149982,339,1
15158773,15159480,708,1
15303460,15303813,354,1
15341617,15342138,522,1
15359947,15360252,306,1
15390319,15390621,303,1
15495736,15496152,417,1
15573277,15573591,315,1
15612343,15612687,345,1
15627025,15627435,411,1
15627979,15628515,537,1
15660283,15660582,300,1
15713185,15713511,327,1
15773530,15773886,357,1
15826087,15826560,474,1
15828826,15829230,405,1
15841468,15841791,324,1
15966736,15967176,441,1
16097257,16097598,342,1
16145197,16145502,306,1
16174837,16175154,318,1
16196212,16196751,540,1
16197298,16197663,366,1
16199377,16200030,654,1
16300351,16300704,354,1
16330633,16330959,327,1
16353607,16353906,300,1
16358854,16359165,312,1
16369486,16369803,318,1
16398523,16398900,378,1
16538737,16539054,318,1
16671292,16671729,438,1
16773979,16774299,321,1
16816456,16816830,375,1
16821625,16821963,339,1
16920859,16921290,432,1
16934899,16935234,336,1
16944166,16944501,336,1
16958725,16959027,303,1
16965745,16966143,399,1
17015020,17015571,552,1
17033056,17033433,378,1
17049187,17049552,366,1
17086630,17086965,336,1
17169670,17170077,408,1
17188453,17188761,309,1
17200516,17200866,351,1
17214364,17214705,342,1
17220013,17220339,327,1
17222566,17223195,630,1
17269198,17269560,363,1
17288308,17288628,321,1
17313394,17313693,300,1
17329486,17329863,378,1
17339068,17339370,303,1
17387539,17387904,366,1
17527861,17528319,459,1
17541130,17541501,372,1
17610943,17611251,309,1
17613367,17613726,360,1
17648728,17649096,369,1
17654680,17655057,378,1
17691529,17691888,360,1
17752045,17752356,312,1
17764906,17765256,351,1
17792242,17793207,966,1
17796256,17796564,309,1
17880289,17880660,372,1
17910355,17910726,372,1
17996362,17996664,303,1
18045940,18046257,318,1
18065929,18066273,345,1
18069457,18069771,315,1
18090991,18091368,378,1
18104266,18104604,339,1
18188635,18189402,768,1
18220540,18220926,387,1
18227110,18227427,318,1
18252901,18253203,303,1
18261961,18262482,522,1
18287887,18288198,312,1
18306637,18307170,534,1
18315643,18315948,306,1
18349138,18349626,489,1
18352306,18352872,567,1
18374437,18374775,339,1
18391048,18391404,357,1
18446140,18446466,327,1
18530818,18531153,336,1
18583294,18583623,330,1
18598909,18599295,387,1
18617770,18618159,390,1
18620902,18621357,456,1
18640837,18641385,549,1
18659707,18660030,324,1
18660856,18661293,438,1
18662602,18662940,339,1
18675016,18675381,366,1
18681037,18681528,492,1
18687688,18688008,321,1
18689689,18690111,423,1
18720820,18721119,300,1
18758839,18759207,369,1
18837553,18837882,330,1
18903823,18904122,300,1
18928063,18928446,384,1
18970777,18971238,462,1
18984139,18984642,504,1
18994144,18994506,363,1
19038250,19038681,432,1
19086820,19087137,318,1
19135966,19136265,300,1
19153810,19154112,303,1
19157797,19158171,375,1
19257673,19257975,303,1
19317619,19318086,468,1
19322236,19322541,306,1
19329652,19330491,840,1
19331596,19332036,441,1
19353808,19354137,330,1
19361548,19361895,348,1
19397392,19397892,501,1
19508614,19508931,318,1
19525912,19526217,306,1
19544698,19545177,480,1
19583257,19583676,420,1
19685050,19685391,342,1
19703005,19703325,321,1
19704868,19705179,312,1
19721017,19721337,321,1
19721425,19721751,327,1
19731949,19732350,402,1
19735657,19736523,867,1
19752184,19752492,309,1
19785838,19786287,450,1
19795561,19795932,372,1
19881067,19881366,300,1
19889104,19889550,447,1
20019481,20019801,321,1
20053663,20053983,321,1
20054941,20055429,489,1
20079904,20080335,432,1
20094547,20094867,321,1
20121526,20121867,342,1
20195263,20195607,345,1
20271181,20271486,306,1
20310268,20310570,303,1
20311627,20311929,303,1
20317270,20317737,468,1
20319511,20319978,468,1
20320570,20320926,357,1
20321437,20321739,303,1
20327278,20327886,609,1
20328160,20328462,303,1
20329519,20329887,369,1
20330698,20331165,468,1
20337076,20337378,303,1
20338435,20339043,609,1
20339317,20339619,303,1
20340676,20341284,609,1
20341558,20341860,303,1
20342917,20343525,609,1
20343799,20344101,303,1
20345158,20345766,609,1
20346040,20346342,303,1
20347399,20348007,609,1
20398321,20398788,468,1
20429878,20430309,432,1
20444803,20445249,447,1
20467771,20468163,393,1
20476993,20477298,306,1
20478472,20479038,567,1
20485162,20485530,369,1
20491249,20491560,312,1
20491885,20492334,450,1
20498521,20498952,432,1
20502223,20502576,354,1
20510209,20510508,300,1
20510539,20510916,378,1
20529193,20529744,552,1
20548936,20549322,387,1
20550715,20551062,348,1
20557066,20557743,678,1
20559913,20560350,438,1
20568190,20568534,345,1
20584429,20585130,702,1
20587198,20587752,555,1
20588812,20589663,852,1
20592889,20593218,330,1
20595895,20596206,312,1
20605756,20606238,483,1
20619316,20619771,456,1
20619865,20620398,534,1
20633944,20634285,342,1
20635576,20636460,885,1
20639779,20640192,414,1
20643973,20644290,318,1
20705965,20706984,1020,1
20729152,20729463,312,1
20740204,20740641,438,1
20742766,20743659,894,1
20745124,20745528,405,1
20784388,20784783,396,1
20810587,20810964,378,1
20853283,20853600,318,1
20863291,20863605,315,1
20876416,20876802,387,1
20895832,20896434,603,1
20907400,20907702,303,1
20909800,20910435,636,1
20917042,20917410,369,1
20939629,20940213,585,1
20984002,20984643,642,1
21006019,21006405,387,1
21017719,21018201,483,1
21027973,21028962,990,1
21067120,21067671,552,1
21068089,21069024,936,1
21070033,21070464,432,1
21072331,21072855,525,1
21107125,21107493,369,1
21118348,21118740,393,1
21151516,21152004,489,1
21160396,21161748,1353,1
21167968,21168579,612,1
21213295,21213819,525,1
21226381,21226773,393,1
21261349,21261711,363,1
21409225,21409587,363,1
21410944,21411285,342,1
21462967,21463281,315,1
21464872,21465189,318,1
21525853,21526161,309,1
21531376,21531696,321,1
21664567,21664890,324,1
21855571,21855909,339,1
21951754,21952068,315,1
21960532,21961023,492,1
21976606,21977127,522,1
21977305,21978678,1374,1
22009726,22010082,357,1
22043983,22044324,342,1
22063975,22064376,402,1
22064764,22065066,303,1
22074091,22074456,366,1
22081282,22081593,312,1
22085365,22085907,543,1
22118965,22119378,414,1
22141504,22141839,336,1
22218961,22219701,741,1
22264486,22264794,309,1
22292719,22293492,774,1
22307341,22307688,348,1
22315210,22315632,423,1
22319815,22320264,450,1
22347430,22347897,468,1
22434289,22434600,312,1
22459411,22459749,339,1
22464874,22465191,318,1
22554910,22555230,321,1
22587796,22588134,339,1
22638043,22638513,471,1
22638847,22639146,300,1
22646983,22647456,474,1
22740628,22741419,792,1
22779886,22780251,366,1
22831957,22832265,309,1
22872649,22873494,846,1
22877026,22877355,330,1
22883065,22883370,306,1
22893190,22893702,513,1
22942642,22942947,306,1
22966474,22966953,480,1
22986493,22986858,366,1
22990117,22990461,345,1
22991596,22991943,348,1
23045242,23045604,363,1
23052412,23052786,375,1
23103367,23103915,549,1
23146105,23146533,429,1
23178541,23179140,600,1
23203111,23203425,315,1
23210881,23211198,318,1
23212255,23212587,333,1
23219668,23220087,420,1
23225122,23225532,411,1
23259322,23259660,339,1
23385823,23386158,336,1
23415592,23415891,300,1
23436835,23437305,471,1
23483098,23483511,414,1
23529418,23529780,363,1
23552320,23552703,384,1
23620744,23621454,711,1
23729788,23730180,393,1
23891734,23892045,312,1
23992225,23992545,321,1
24026371,24027165,795,1
24028504,24028833,330,1
24034504,24034818,315,1
24059656,24059979,324,1
24067435,24067770,336,1
24104902,24105288,387,1
24131806,24132192,387,1
24135637,24135987,351,1
24236356,24236697,342,1
24254176,24254493,318,1
24274465,24274881,417,1
24332080,24332562,483,1
24364693,24365085,393,1
24372139,24372555,417,1
24438925,24439230,306,1
24458020,24458472,453,1
24471889,24472200,312,1
24489955,24490284,330,1
24499405,24499821,417,1
24528781,24529107,327,1
24613948,24614256,309,1
24683644,24683961,318,1
24772333,24772677,345,1
24819250,24819621,372,1
24855205,24855504,300,1
24886099,24886440,342,1
24926437,24926853,417,1
24967282,24967587,306,1
24991945,24992262,318,1
25082101,25082502,402,1
25150885,25151184,300,1
25172092,25172400,309,1
25207459,25207824,366,1
25222213,25222542,330,1
25227745,25228149,405,1
25243543,25243884,342,1
25281136,25281480,345,1
25328758,25329324,567,1
25461805,25462209,405,1
25474897,25475199,303,1
25516252,25516566,315,1
25518451,25518795,345,1
25589761,25590069,309,1
25591477,25592313,837,1
25603024,25603434,411,1
25669294,25669641,348,1
25689148,25689588,441,1
25715509,25715967,459,1
25741501,25741800,300,1
25758160,25758672,513,1
25793722,25794039,318,1
25812931,25813521,591,1
25876849,25877247,399,1
25889290,25889661,372,1
26045932,26046291,360,1
26080483,26080860,378,1
26105902,26106237,336,1
26159974,26160297,324,1
26188828,26189151,324,1
26214286,26214786,501,1
26216497,26216865,369,1
26266771,26267241,471,1
26322223,26322522,300,1
26481643,26482248,606,1
26581585,26581893,309,1
26592583,26592903,321,1
26628646,26629020,375,1
26654533,26654904,372,1
26716585,26716887,303,1
26734366,26734689,324,1
26817550,26818398,849,1
26831878,26832180,303,1
26848630,26848953,324,1
26900404,26900772,369,1
26989063,26989422,360,1
27004951,27005259,309,1
27064615,27064986,372,1
27089311,27089631,321,1
27121078,27121671,594,1
27130837,27131178,342,1
27196300,27196602,303,1
27421768,27422070,303,1
27586543,27586884,342,1
27623077,27623469,393,1
27758722,27759039,318,1
27783625,27783990,366,1
28003750,28004337,588,1
28024018,28024410,393,1
28069453,28069770,318,1
28071391,28071699,309,1
28149514,28149822,309,1
28154974,28155297,324,1
28165651,28166019,369,1
28233892,28234308,417,1
28257550,28257849,300,1
28265719,28266177,459,1
28328728,28329096,369,1
28381852,28382253,402,1
28488586,28488951,366,1
28502209,28502538,330,1
28587040,28587384,345,1
28631989,28632363,375,1
28686172,28686534,363,1
28696225,28696629,405,1
28712977,28713276,300,1
28785418,28785843,426,1
28819939,28820241,303,1
28870894,28871331,438,1
28902511,28902936,426,1
28999612,28999920,309,1
29141062,29141367,306,1
29230495,29231046,552,1
29242015,29242506,492,1
29410054,29410638,585,1
29479774,29480142,369,1
29557099,29557416,318,1
29588347,29588739,393,1
29616328,29616672,345,1
29654137,29654526,390,1
29876542,29877009,468,1
29903266,29903583,318,1
29925997,29926308,312,1
30087541,30087852,312,1
30089476,30089793,318,1
30159064,30159390,327,1
30205297,30205695,399,1
30289456,30289791,336,1
30299143,30299610,468,1
30313312,30313659,348,1
30357274,30357960,687,1
30524881,30525213,333,1
30557137,30557490,354,1
30670591,30670965,375,1
30910378,30910680,303,1
30932689,30933075,387,1
30958657,30958995,339,1
31026193,31026522,330,1
31054180,31054500,321,1
31513780,31514142,363,1
31585171,31585500,330,1
31627264,31627623,360,1
31683868,31684257,390,1
31713685,31714062,378,1
31739683,31740339,657,1
31823014,31823517,504,1
31823626,31823949,324,1
31866562,31866879,318,1
31943587,31944006,420,1
31971844,31972146,303,1
31988899,31989318,420,1
31998640,31998975,336,1
32044042,32044383,342,1
32065291,32065614,324,1
32098387,32098740,354,1
32115925,32116320,396,1
32158495,32158797,303,1
32214853,32215272,420,1
32215636,32216055,420,1
32488063,32488470,408,1
32613445,32613834,390,1
32648410,32648739,330,1
32655490,32655789,300,1
32774614,32774913,300,1
32892034,32892393,360,1
33102922,33103326,405,1
33143716,33144303,588,1
33258472,33258798,327,1
33260074,33260412,339,1
33272467,33272775,309,1
33388666,33389238,573,1
33426367,33426675,309,1
33464830,33465207,378,1
33487414,33487725,312,1
33540565,33540975,411,1
33646786,33647250,465,1
33650857,33651174,318,1
33665977,33666294,318,1
33726109,33726408,300,1
33758215,33758526,312,1
33866164,33866493,330,1
33930814,33931170,357,1
33949177,33949530,354,1
34086772,34087257,486,1
34159831,34160154,324,1
34191451,34191816,366,1
34313554,34313856,303,1
34352902,34353243,342,1
34353244,34353573,330,1
34380274,34380573,300,1
34404103,34404426,324,1
34411432,34411731,300,1
34481059,34481361,303,1
34576501,34576872,372,1
34642954,34643256,303,1
34696237,34696692,456,1
34699600,34699902,303,1
34724521,34725000,480,1
34797907,34798272,366,1
34841569,34841979,411,1
34867522,34867836,315,1
34925206,34925508,303,1
34941391,34941711,321,1
34972837,34973232,396,1
35029159,35029470,312,1
35131828,35132136,309,1
35133214,35133525,312,1
35241478,35241789,312,1
35335867,35336211,345,1
35339431,35339736,306,1
35343313,35343657,345,1
35375263,35375601,339,1
35534200,35534511,312,1
35581000,35581536,537,1
35591725,35592033,309,1
35592469,35592849,381,1
35618413,35618763,351,1
35673118,35673426,309,1
35746600,35746983,384,1
35771320,35771667,348,1
35815156,35815476,321,1
35833789,35834214,426,1
35866570,35866911,342,1
35940646,35941263,618,1
35996275,35996625,351,1
35998963,35999286,324,1
36004906,36005565,660,1
36035659,36036123,465,1
36176419,36177279,861,1
36228208,36228519,312,1
36261475,36261780,306,1
36266965,36267267,303,1
36284305,36284610,306,1
36284953,36285264,312,1
36317335,36317658,324,1
36327934,36328293,360,1
36353899,36354204,306,1
36453889,36454257,369,1
36465775,36466113,339,1
36479077,36479508,432,1
36494614,36494952,339,1
36523300,36523599,300,1
36541693,36541992,300,1
36601453,36601773,321,1
36657430,36657873,444,1
36714220,36714537,318,1
36753451,36753828,378,1
36811552,36811896,345,1
36826159,36826470,312,1
36922720,36923022,303,1
37031869,37032252,384,1
37126975,37127406,432,1
37248970,37249323,354,1
37270030,37270479,450,1
37280554,37280856,303,1
37311247,37311585,339,1
37376707,37377030,324,1
37422928,37423431,504,1
37440550,37440957,408,1
37446226,37446621,396,1
37449397,37449699,303,1
37465093,37465401,309,1
37472173,37472553,381,1
37485820,37486227,408,1
37519291,37519671,381,1
37539451,37540116,666,1
37544239,37544613,375,1
37549282,37549671,390,1
37560187,37560582,396,1
37601983,37602282,300,1
37619923,37620249,327,1
37627192,37627572,381,1
37663729,37664067,339,1
37810702,37811184,483,1
37815028,37815354,327,1
37862791,37863285,495,1
37866514,37866831,318,1
38126740,38127048,309,1
38182870,38183202,333,1
38210380,38210694,315,1
38240245,38240559,315,1
38246797,38247099,303,1
38284318,38284863,546,1
38290789,38291196,408,1
38298016,38298378,363,1
38306545,38306862,318,1
38334463,38334765,303,1
38342317,38342661,345,1
38347213,38347518,306,1
38384827,38385168,342,1
38417152,38417505,354,1
38428033,38428533,501,1
38450827,38451147,321,1
38451160,38451465,306,1
38496547,38496858,312,1
38569597,38569923,327,1
38657452,38657772,321,1
38663146,38663514,369,1
38762578,38762988,411,1
38783290,38783655,366,1
38815150,38815461,312,1
38864044,38864418,375,1
39101005,39101343,339,1
39141718,39142074,357,1
39147760,39148239,480,1
39184738,39185286,549,1
39249292,39249741,450,1
39280387,39281106,720,1
39290023,39290331,309,1
39290818,39291207,390,1
39298948,39299250,303,1
39309064,39309417,354,1
39328957,39330048,1092,1
39330871,39331191,321,1
39382570,39382887,318,1
39454354,39454722,369,1
39476719,39477117,399,1
39563911,39564222,312,1
39571597,39571896,300,1
39605629,39605955,327,1
39611125,39611487,363,1
39620857,39621162,306,1
39714910,39715266,357,1
39735169,39735570,402,1
39739528,39739869,342,1
39743317,39743718,402,1
39862555,39862857,303,1
39894199,39894507,309,1
39938857,39939165,309,1
39954571,39954909,339,1
39963976,39964296,321,1
40154698,40155000,303,1
40208704,40209003,300,1
40261957,40262517,561,1
40373824,40374258,435,1
40423060,40423389,330,1
40614970,40615359,390,1
40653463,40653768,306,1
40674451,40674759,309,1
40677817,40678125,309,1
40719859,40720533,675,1
40766764,40767141,378,1
40779187,40779516,330,1
40797817,40798119,303,1
40889524,40889832,309,1
40912495,40912851,357,1
40913956,40914630,675,1
40916344,40916697,354,1
40927927,40928250,324,1
40957315,40957731,417,1
40992532,40992975,444,1
41066644,41067036,393,1
41087368,41087997,630,1
41110855,41111328,474,1
41264236,41264535,300,1
41270152,41270589,438,1
41374996,41375322,327,1
41436430,41436729,300,1
41441134,41441517,384,1
41499388,41499696,309,1
41725075,41725386,312,1
41824879,41825214,336,1
41866831,41867271,441,1
41895004,41895417,414,1
41896189,41896569,381,1
41899066,41899434,369,1
41940184,41940486,303,1
41952772,41953095,324,1
41955262,41955828,567,1
41990710,41991021,312,1
41995369,41995752,384,1
41997313,41997660,348,1
41997709,41998113,405,1
42009658,42010110,453,1
42027436,42027792,357,1
42044194,42044535,342,1
42058006,42058305,300,1
42124276,42124617,342,1
42201937,42202239,303,1
42264697,42264996,300,1
42281407,42281772,366,1
42320557,42321174,618,1
42321334,42321648,315,1
42351007,42351324,318,1
42397303,42397650,348,1
42445357,42445722,366,1
42448783,42449088,306,1
42459865,42460302,438,1
42463936,42464286,351,1
42464710,42465144,435,1
42476053,42476535,483,1
42478672,42479160,489,1
42494089,42494412,324,1
42496741,42497049,309,1
42505795,42506154,360,1
42508243,42508581,339,1
42526198,42526536,339,1
42553723,42554076,354,1
42656704,42657033,330,1
42661234,42661707,474,1
42684421,42684876,456,1
42740602,42740994,393,1
42749293,42749712,420,1
42790552,42790887,336,1
42820609,42820995,387,1
42879112,42879450,339,1
42894844,42895164,321,1
42908386,42908697,312,1
42914467,42914865,399,1
42941062,42941367,306,1
42971275,42971703,429,1
42980980,42983205,2226,1
43033270,43033671,402,1
43038655,43039044,390,1
43083649,43084128,480,1
43131397,43131699,303,1
43182625,43182954,330,1
43248949,43249254,306,1
43320526,43320849,324,1
43324411,43325175,765,1
43363696,43364316,621,1
43374388,43374732,345,1
43386553,43387764,1212,1
43416340,43416663,324,1
43425715,43426017,303,1
43426732,43427157,426,1
43432795,43433208,414,1
43451542,43451871,330,1
43467427,43467801,375,1
43474156,43474614,459,1
43493701,43494036,336,1
43523533,43523844,312,1
43583935,43584369,435,1
43586947,43587273,327,1
43618495,43618836,342,1
43620760,43621086,327,1
43633801,43634109,309,1
43634674,43635225,552,1
43652935,43653237,303,1
43681066,43681461,396,1
43696537,43696968,432,1
43714570,43715121,552,1
43756897,43757280,384,1
43784701,43785021,321,1
43848706,43849011,306,1
43903165,43903965,801,1
43906876,43907208,333,1
43914160,43914480,321,1
43936483,43936815,333,1
43938868,43939386,519,1
43950346,43950657,312,1
43965094,43965417,324,1
43976725,43977150,426,1
43980493,43980972,480,1
43997155,43997634,480,1
44008291,44008593,303,1
44010679,44011158,480,1
44014354,44014755,402,1
44059846,44060160,315,1
44127607,44128008,402,1
44186626,44186997,372,1
44206438,44206740,303,1
44213887,44214201,315,1
44241601,44241948,348,1
44246344,44246676,333,1
44248399,44248869,471,1
44295994,44296368,375,1
44305792,44306097,306,1
44355205,44355513,309,1
44360701,44361012,312,1
44407084,44407389,306,1
44427517,44427873,357,1
44485849,44486205,357,1
44486521,44486907,387,1
44490940,44491266,327,1
44505775,44506089,315,1
44565979,44566344,366,1
44568124,44568444,321,1
44593228,44593572,345,1
44609173,44609547,375,1
44610778,44611245,468,1
44628637,44629005,369,1
44663293,44663616,324,1
44691952,44692281,330,1
44730094,44730432,339,1
44734762,44735133,372,1
44739718,44740017,300,1
44753101,44753490,390,1
44759074,44759574,501,1
44760793,44761470,678,1
44789566,44789976,411,1
44829766,44830080,315,1
44833462,44833764,303,1
44835889,44836200,312,1
44839543,44839956,414,1
44843152,44843508,357,1
44857282,44857692,411,1
44868838,44869239,402,1
44909575,44909937,363,1
44945953,44946399,447,1
45028546,45028872,327,1
45067267,45067566,300,1
45082135,45082821,687,1
45083095,45083472,378,1
45218332,45218664,333,1
45229537,45230049,513,1
45284338,45284652,315,1
45318745,45319113,369,1
45332080,45332418,339,1
45369508,45370236,729,1
45373507,45373830,324,1
45400240,45400689,450,1
45443902,45444348,447,1
45515164,45515466,303,1
45577852,45578184,333,1
45602716,45603102,387,1
45631441,45631761,321,1
45636187,45636588,402,1
45648901,45649377,477,1
45653101,45653439,339,1
45679063,45679377,315,1
45679387,45679692,306,1
45692521,45692862,342,1
45721312,45721623,312,1
45787129,45787491,363,1
45827218,45827604,387,1
45841747,45842049,303,1
45876955,45877308,354,1
46060624,46061022,399,1
46083451,46083750,300,1
46219327,46219731,405,1
46251979,46252287,309,1
46252540,46253091,552,1
46254253,46254807,555,1
46309843,46310394,552,1
