"Start","Stop","Length","Frame"
1540315,1541127,813,1
1551091,1551393,303,1
1566952,1567440,489,1
1577317,1577739,423,1
1595761,1596732,972,1
1597144,1597671,528,1
1603267,1603644,378,1
1605817,1606188,372,1
1607197,1607520,324,1
1615609,1615977,369,1
1617934,1618299,366,1
1620706,1621005,300,1
1633051,1633359,309,1
1636072,1636398,327,1
1639366,1639821,456,1
1661920,1662333,414,1
1663246,1663752,507,1
1664374,1664706,333,1
1664851,1665165,315,1
1665220,1665954,735,1
1672303,1672668,366,1
1675408,1675755,348,1
1678420,1678755,336,1
1691641,1691994,354,1
1699507,1701075,1569,1
1703215,1703541,327,1
1709665,1710000,336,1
1724119,1724445,327,1
1727827,1728240,414,1
1729156,1729515,360,1
1744894,1745223,330,1
1753147,1753653,507,1
1755457,1755801,345,1
1756918,1757304,387,1
1759384,1759806,423,1
1774147,1774494,348,1
1774759,1775097,339,1
1784833,1785267,435,1
1790923,1791414,492,1
1807534,1807917,384,1
1887580,1887972,393,1
1891069,1891572,504,1
1893310,1893612,303,1
1899538,1899876,339,1
1904644,1905036,393,1
1908721,1909476,756,1
1911001,1911645,645,1
1914460,1914831,372,1
1918294,1918689,396,1
1920148,1920510,363,1
1924060,1924674,615,1
1925971,1926351,381,1
1927861,1928628,768,1
1937512,1937943,432,1
1937968,1938393,426,1
1940077,1940457,381,1
1943365,1943685,321,1
1944031,1944360,330,1
1945927,1946979,1053,1
1948858,1949223,366,1
1953994,1954296,303,1
1957207,1957599,393,1
1965616,1965924,309,1
1969084,1969560,477,1
1970839,1971483,645,1
1973923,1974363,441,1
1982077,1982523,447,1
2003617,2004060,444,1
2005381,2005731,351,1
2027602,2027940,339,1
2029498,2029992,495,1
2035906,2036223,318,1
2042035,2042391,357,1
2048137,2048583,447,1
2049646,2050014,369,1
2051161,2051646,486,1
2063458,2063760,303,1
2088025,2088519,495,1
2095516,2095962,447,1
2103238,2103627,390,1
2111068,2112042,975,1
2113951,2114313,363,1
2120986,2121390,405,1
2123254,2124429,1176,1
2125678,2126022,345,1
2141794,2142309,516,1
2153392,2153694,303,1
2155684,2156466,783,1
2164360,2164713,354,1
2166448,2166816,369,1
2179681,2180124,444,1
2186128,2186724,597,1
2188300,2188605,306,1
2194429,2194899,471,1
2196205,2196504,300,1
2207446,2207904,459,1
2216602,2217000,399,1
2224192,2224542,351,1
2225350,2225709,360,1
2228767,2229873,1107,1
2231797,2232138,342,1
2240056,2240358,303,1
2241085,2241396,312,1
2243272,2243694,423,1
2246341,2246706,366,1
2247595,2248176,582,1
2257165,2257545,381,1
2264746,2265051,306,1
2267755,2268285,531,1
2269627,2270310,684,1
2271928,2272227,300,1
2277937,2278557,621,1
2280328,2281551,1224,1
2283394,2283792,399,1
2286640,2287356,717,1
2291398,2291727,330,1
2294662,2294982,321,1
2297776,2298105,330,1
2300749,2301075,327,1
2304895,2305383,489,1
2311894,2312211,318,1
2314288,2315652,1365,1
2316154,2316777,624,1
2317600,2317956,357,1
2319724,2320329,606,1
2321464,2321790,327,1
2322343,2322720,378,1
2323738,2324100,363,1
2324932,2325357,426,1
2331082,2331399,318,1
2334367,2334675,309,1
2342587,2343051,465,1
2345110,2345469,360,1
2345857,2346336,480,1
2348434,2349156,723,1
2372233,2372790,558,1
2379994,2380347,354,1
2382391,2383011,621,1
2385712,2386041,330,1
2398534,2398899,366,1
2400400,2400765,366,1
2401150,2401506,357,1
2411809,2412570,762,1
2413582,2414025,444,1
2414143,2414445,303,1
2415505,2416068,564,1
2417191,2417712,522,1
2426683,2427030,348,1
2430760,2431077,318,1
2431312,2431884,573,1
2440675,2441103,429,1
2443087,2443596,510,1
2446024,2446365,342,1
2446831,2447139,309,1
2453320,2453766,447,1
2455567,2456052,486,1
2459194,2459754,561,1
2459884,2460225,342,1
2461414,2462052,639,1
2464798,2465154,357,1
2466706,2467083,378,1
2467237,2467773,537,1
2468203,2468505,303,1
2471629,2472078,450,1
2476861,2477298,438,1
2477521,2477961,441,1
2480491,2480799,309,1
2482135,2482665,531,1
2484349,2484684,336,1
2486998,2487576,579,1
2493454,2494404,951,1
2494444,2494821,378,1
2495896,2496204,309,1
2496805,2497182,378,1
2500678,2501487,810,1
2501809,2503086,1278,1
2504407,2505213,807,1
2514667,2515089,423,1
2523568,2523957,390,1
2529211,2529774,564,1
2540620,2540982,363,1
2542474,2542845,372,1
2542885,2543325,441,1
2545789,2546124,336,1
2550493,2550828,336,1
2555581,2556036,456,1
2556811,2557119,309,1
2557177,2557716,540,1
2559010,2560089,1080,1
2562067,2562366,300,1
2564701,2565075,375,1
2572072,2572530,459,1
2575774,2576127,354,1
2577841,2578158,318,1
2578303,2578689,387,1
2588440,2588772,333,1
2593345,2593689,345,1
2596156,2596470,315,1
2596546,2597031,486,1
2597578,2598162,585,1
2610184,2610714,531,1
2631121,2631651,531,1
2633110,2633430,321,1
2633689,2634486,798,1
2635213,2635557,345,1
2638657,2639220,564,1
2644885,2645304,420,1
2702728,2746440,43713,1
2777968,2778408,441,1
2785747,2786373,627,1
2787733,2788173,441,1
2789344,2789652,309,1
2789827,2790174,348,1
2791786,2792097,312,1
2795611,2795952,342,1
2802577,2802909,333,1
2804014,2804370,357,1
2809471,2809905,435,1
2819740,2820135,396,1
2821453,2821755,303,1
2821867,2822682,816,1
2826277,2826618,342,1
2827363,2827695,333,1
2830987,2831295,309,1
2833591,2833896,306,1
2834269,2834631,363,1
2836954,2837304,351,1
2838136,2838462,327,1
2851852,2852952,1101,1
2858575,2858898,324,1
2859166,2859684,519,1
2866618,2867124,507,1
2874688,2875281,594,1
2879857,2880246,390,1
2888194,2888811,618,1
2889100,2889429,330,1
2896750,2897445,696,1
2899168,2899722,555,1
2900737,2901342,606,1
2902606,2902980,375,1
2903278,2903988,711,1
2904541,2904870,330,1
2910403,2910771,369,1
2913337,2913768,432,1
2915485,2915826,342,1
2916745,2917146,402,1
2921407,2922222,816,1
2923192,2923620,429,1
2923771,2924676,906,1
2929192,2929656,465,1
2934343,2934645,303,1
2937940,2938626,687,1
2943940,2944278,339,1
2964385,2965629,1245,1
2969206,2969553,348,1
2970400,2970759,360,1
2973199,2973543,345,1
2973661,2974005,345,1
2974231,2975100,870,1
2976502,2977299,798,1
2977300,2978034,735,1
2979739,2980119,381,1
2985814,2986524,711,1
2987218,2987571,354,1
2989078,2989635,558,1
2993761,2994156,396,1
2999932,3000261,330,1
3002191,3002562,372,1
3003187,3003510,324,1
3003733,3004104,372,1
3019591,3020106,516,1
3028564,3028893,330,1
3030157,3030993,837,1
3031033,3031671,639,1
3050809,3051603,795,1
3051751,3052449,699,1
3062698,3064050,1353,1
3067951,3068679,729,1
3083959,3084354,396,1
3087676,3088068,393,1
3092041,3092382,342,1
3093280,3093684,405,1
3093799,3094122,324,1
3097465,3097767,303,1
3098206,3098712,507,1
3100840,3101169,330,1
3102823,3103158,336,1
3104110,3104475,366,1
3109858,3110415,558,1
3110425,3110901,477,1
3111964,3112320,357,1
3113569,3113922,354,1
3115798,3116274,477,1
3117790,3118443,654,1
3128974,3129534,561,1
3130882,3131271,390,1
3136747,3137076,330,1
3137386,3137706,321,1
3137920,3138471,552,1
3138925,3139317,393,1
3140689,3141114,426,1
3142996,3143295,300,1
3144526,3144987,462,1
3146380,3146763,384,1
3146779,3147156,378,1
3148915,3149247,333,1
3149875,3150237,363,1
3154138,3154614,477,1
3159193,3159927,735,1
3160102,3160455,354,1
3164710,3165147,438,1
3169162,3169536,375,1
3175981,3176895,915,1
3181018,3182244,1227,1
3185464,3185910,447,1
3185944,3186492,549,1
3191533,3191850,318,1
3199378,3199677,300,1
3204262,3204621,360,1
3205942,3206319,378,1
3213379,3213927,549,1
3213982,3214362,381,1
3215302,3215952,651,1
3217987,3218751,765,1
3218758,3219525,768,1
3219694,3220014,321,1
3220252,3220713,462,1
3233365,3233709,345,1
3242242,3242571,330,1
3252901,3253203,303,1
3259129,3259434,306,1
3259813,3260274,462,1
3262606,3262962,357,1
3264613,3265014,402,1
3270103,3270567,465,1
3271972,3272271,300,1
3273490,3273801,312,1
3277294,3277668,375,1
3279091,3279396,306,1
3279940,3280257,318,1
3280267,3280686,420,1
3282217,3282567,351,1
3286819,3287982,1164,1
3289390,3290076,687,1
3290116,3290457,342,1
3297046,3297384,339,1
3307216,3307515,300,1
3314035,3314400,366,1
3314929,3315270,342,1
3320314,3320631,318,1
3322090,3322404,315,1
3323833,3324315,483,1
3327256,3327678,423,1
3327841,3328143,303,1
3334585,3334992,408,1
3336322,3336693,372,1
3337045,3337353,309,1
3345607,3346482,876,1
3348274,3348645,372,1
3357343,3357642,300,1
3365767,3366099,333,1
3372898,3373284,387,1
3375397,3375699,303,1
3375763,3376098,336,1
3383011,3383319,309,1
3388660,3389061,402,1
3393925,3394230,306,1
3395188,3395697,510,1
3397111,3397416,306,1
3401458,3401976,519,1
3404368,3405042,675,1
3408103,3408417,315,1
3409699,3410085,387,1
3413071,3413376,306,1
3426640,3426981,342,1
3429541,3429882,342,1
3430192,3431196,1005,1
3436879,3437352,474,1
3438901,3439257,357,1
3439423,3439980,558,1
3440368,3440808,441,1
3442999,3443586,588,1
3457507,3457935,429,1
3459400,3459747,348,1
3462142,3462576,435,1
3464560,3465285,726,1
3467656,3468180,525,1
3470161,3470568,408,1
3470800,3471240,441,1
3474070,3474429,360,1
3479497,3480015,519,1
3480457,3480909,453,1
3487228,3487617,390,1
3489721,3490140,420,1
3492157,3492501,345,1
3493450,3493824,375,1
3499372,3499875,504,1
3504397,3504801,405,1
3505408,3505737,330,1
3506287,3506655,369,1
3514636,3514935,300,1
3515269,3515877,609,1
3516004,3516312,309,1
3517027,3517530,504,1
3520045,3520482,438,1
3520957,3521286,330,1
3521698,3522003,306,1
3524257,3524652,396,1
3528478,3528834,357,1
3530377,3530682,306,1
3533869,3534285,417,1
3537529,3538605,1077,1
3539479,3539856,378,1
3540388,3540924,537,1
3541423,3541734,312,1
3543067,3543519,453,1
3546640,3547056,417,1
3550477,3551094,618,1
3551740,3552414,675,1
3557299,3557943,645,1
3561211,3561789,579,1
3562774,3563190,417,1
3564433,3564972,540,1
3570145,3570480,336,1
3572602,3572958,357,1
3574168,3574557,390,1
3576850,3577446,597,1
3578722,3579423,702,1
3581251,3581553,303,1
3590038,3590487,450,1
3593698,3594126,429,1
3595039,3596043,1005,1
3597976,3598560,585,1
3598705,3599370,666,1
3605221,3606126,906,1
3611830,3612276,447,1
3631624,3631929,306,1
3634276,3634869,594,1
3636169,3636543,375,1
3650581,3650922,342,1
3652099,3652440,342,1
3662500,3662865,366,1
3674599,3674955,357,1
3676402,3676770,369,1
3678826,3679269,444,1
3680440,3680898,459,1
3688315,3689178,864,1
3693946,3695088,1143,1
3695500,3695925,426,1
3696064,3696972,909,1
3699154,3699696,543,1
3701089,3701436,348,1
3702559,3702957,399,1
3705031,3705507,477,1
3707386,3707745,360,1
3712129,3712458,330,1
3712735,3713142,408,1
3717121,3717597,477,1
3719323,3719853,531,1
3721597,3722211,615,1
3731719,3732027,309,1
3733486,3733860,375,1
3736333,3736773,441,1
3752482,3752913,432,1
3753466,3753819,354,1
3761245,3761670,426,1
3763036,3763872,837,1
3769360,3769662,303,1
3772543,3773199,657,1
3787165,3787575,411,1
3813982,3814314,333,1
3815494,3815913,420,1
3816235,3816690,456,1
3817831,3818271,441,1
3827914,3828279,366,1
3854614,3854976,363,1
3859168,3859680,513,1
3868582,3868950,369,1
3869671,3870024,354,1
3884029,3884388,360,1
3884422,3884868,447,1
3900859,3901374,516,1
3909196,3909519,324,1
3919897,3920709,813,1
3926395,3926811,417,1
3930343,3930807,465,1
3934189,3934548,360,1
3947674,3948075,402,1
3980449,3980787,339,1
3999718,4000275,558,1
4009393,4009773,381,1
4018906,4019400,495,1
4023862,4024161,300,1
4042201,4042764,564,1
4058386,4058898,513,1
4062631,4062987,357,1
4071760,4072116,357,1
4090264,4090611,348,1
4094269,4094664,396,1
4103113,4104792,1680,1
4121779,4122324,546,1
4136995,4137444,450,1
4140484,4140840,357,1
4144303,4144704,402,1
4157098,4157433,336,1
4161292,4161591,300,1
4170415,4170744,330,1
4178737,4179051,315,1
4201690,4202202,513,1
4205338,4205637,300,1
4207765,4208091,327,1
4208695,4209156,462,1
4215799,4216356,558,1
4225378,4225701,324,1
4238929,4239243,315,1
4242421,4242771,351,1
4273867,4274301,435,1
4291354,4291695,342,1
4297615,4297953,339,1
4301338,4301712,375,1
4305121,4305435,315,1
4319695,4320090,396,1
4343962,4344315,354,1
4352632,4353120,489,1
4356820,4357194,375,1
4364536,4364985,450,1
4388047,4388808,762,1
4393981,4394289,309,1
4398883,4399425,543,1
4400725,4401048,324,1
4408594,4409463,870,1
4424281,4424586,306,1
4427668,4427967,300,1
4428010,4428354,345,1
4450072,4450371,300,1
4462543,4462923,381,1
4466764,4467108,345,1
4469446,4469796,351,1
4470967,4471341,375,1
4472869,4473270,402,1
4496374,4496991,618,1
4500463,4501029,567,1
4503055,4503366,312,1
4522669,4523130,462,1
4528546,4528860,315,1
4543534,4543929,396,1
4546198,4546560,363,1
4562326,4562670,345,1
4586800,4587123,324,1
4591075,4591416,342,1
4594879,4595346,468,1
4611148,4611639,492,1
4611754,4612113,360,1
4614997,4615377,381,1
4629928,4630263,336,1
4637476,4637826,351,1
4652887,4653312,426,1
4670509,4670856,348,1
4679524,4679976,453,1
4686859,4687167,309,1
4689844,4690272,429,1
4694716,4695171,456,1
4696756,4697163,408,1
4704019,4704438,420,1
4714150,4714470,321,1
4718761,4719066,306,1
4724281,4724625,345,1
4734619,4735047,429,1
4735720,4736481,762,1
4739149,4739451,303,1
4739938,4740297,360,1
4744609,4744923,315,1
4750096,4750455,360,1
4757251,4757661,411,1
4763629,4763961,333,1
4778026,4778367,342,1
4787506,4787934,429,1
4792888,4793268,381,1
4821655,4821957,303,1
4827274,4827573,300,1
4840654,4841034,381,1
4856866,4857216,351,1
4857856,4858212,357,1
4871338,4871694,357,1
4874947,4875354,408,1
4893793,4894137,345,1
4912486,4912791,306,1
4946293,4946931,639,1
4947478,4947783,306,1
4954924,4955241,318,1
4957927,4958226,300,1
4980637,4980987,351,1
4986334,4986684,351,1
5000272,5000586,315,1
5025859,5026176,318,1
5049643,5050149,507,1
5077603,5077914,312,1
5092432,5092731,300,1
5097583,5097888,306,1
5110636,5110935,300,1
5112643,5112969,327,1
5136997,5137314,318,1
5142259,5143029,771,1
5145892,5146203,312,1
5157430,5157744,315,1
5161771,5162103,333,1
5164825,5165124,300,1
5181961,5182278,318,1
5234485,5234820,336,1
5235499,5235816,318,1
5243188,5243499,312,1
5244988,5245311,324,1
5255065,5255439,375,1
5275504,5276154,651,1
5277352,5277663,312,1
5308402,5308710,309,1
5317480,5317821,342,1
5334115,5334906,792,1
5347162,5347461,300,1
5349490,5349840,351,1
5377027,5377353,327,1
5380570,5380908,339,1
5404774,5405235,462,1
5408365,5408889,525,1
5409370,5409765,396,1
5415916,5416335,420,1
5431609,5432007,399,1
5443309,5443620,312,1
5455570,5455917,348,1
5458141,5458632,492,1
5462776,5463180,405,1
5478595,5478972,378,1
5482207,5482647,441,1
5483980,5484483,504,1
5492758,5493057,300,1
5493769,5494074,306,1
5495743,5496195,453,1
5513440,5513775,336,1
5519917,5520297,381,1
5578102,5578536,435,1
5583223,5583552,330,1
5597662,5598018,357,1
5601562,5602083,522,1
5620201,5620506,306,1
5633536,5633937,402,1
5633962,5634606,645,1
5644717,5645028,312,1
5661547,5661927,381,1
5662660,5663112,453,1
5667379,5668398,1020,1
5673391,5673708,318,1
5675371,5675697,327,1
5684134,5684493,360,1
5711917,5712552,636,1
5716168,5716560,393,1
5719258,5719671,414,1
5728204,5728590,387,1
5732929,5733402,474,1
5734114,5734470,357,1
5745799,5746230,432,1
5748907,5749422,516,1
5749495,5749851,357,1
5755306,5755788,483,1
5757748,5758362,615,1
5766628,5766948,321,1
5767822,5768130,309,1
5768164,5768514,351,1
5771170,5771802,633,1
5794270,5794701,432,1
5795668,5796069,402,1
5803609,5804652,1044,1
5808784,5809716,933,1
5816440,5816928,489,1
5819866,5820171,306,1
5820685,5821029,345,1
5822623,5823165,543,1
5832991,5833596,606,1
5844247,5844678,432,1
5857714,5858322,609,1
5862100,5862669,570,1
5864209,5864760,552,1
5868508,5869470,963,1
5873755,5874153,399,1
5874652,5875047,396,1
5878201,5878599,399,1
5879512,5879934,423,1
5884060,5884374,315,1
5885659,5886036,378,1
5887261,5887653,393,1
5889928,5890269,342,1
5916655,5917134,480,1
5948482,5948805,324,1
5960326,5960643,318,1
5962738,5963121,384,1
5963749,5964081,333,1
5965066,5965473,408,1
5966581,5967180,600,1
5989039,5989350,312,1
5999653,6000216,564,1
6008092,6008406,315,1
6015850,6016281,432,1
6017272,6017613,342,1
6028195,6028527,333,1
6030406,6030795,390,1
6033211,6033651,441,1
6043687,6044196,510,1
6049288,6049596,309,1
6053332,6053724,393,1
6056437,6057075,639,1
6059947,6060264,318,1
6073954,6074340,387,1
6081121,6081423,303,1
6081922,6082410,489,1
6083257,6084057,801,1
6086557,6087207,651,1
6096001,6096477,477,1
6100408,6100773,366,1
6102901,6103311,411,1
6104215,6104526,312,1
6108583,6108933,351,1
6125431,6125739,309,1
6127738,6128181,444,1
6129637,6129939,303,1
6130711,6131853,1143,1
6133120,6133425,306,1
6139129,6139476,348,1
6147715,6148182,468,1
6148519,6148926,408,1
6150961,6151275,315,1
6161110,6161571,462,1
6166720,6167064,345,1
6169162,6169533,372,1
6171499,6171798,300,1
6193288,6193734,447,1
6206026,6206445,420,1
6210076,6210597,522,1
6211522,6212040,519,1
6216406,6216744,339,1
6222682,6223023,342,1
6225922,6226260,339,1
6235600,6235953,354,1
6245197,6245502,306,1
6246118,6246537,420,1
6247345,6247665,321,1
6248890,6249207,318,1
6266839,6267165,327,1
6269308,6269718,411,1
6272485,6273039,555,1
6278896,6279234,339,1
6282289,6282609,321,1
6285190,6285792,603,1
6290446,6290784,339,1
6298603,6299058,456,1
6300568,6300981,414,1
6321883,6322503,621,1
6331309,6331716,408,1
6331999,6332499,501,1
6338056,6338460,405,1
6347995,6348519,525,1
6354001,6354324,324,1
6354691,6355005,315,1
6356329,6356664,336,1
6359500,6359874,375,1
6362053,6362529,477,1
6363169,6363591,423,1
6385909,6386271,363,1
6393025,6393711,687,1
6418780,6419175,396,1
6424531,6425010,480,1
6440347,6440952,606,1
6444445,6444810,366,1
6444847,6445251,405,1
6445627,6445998,372,1
6449989,6450474,486,1
6468619,6469050,432,1
6476092,6476427,336,1
6488854,6489525,672,1
6494878,6495300,423,1
6497824,6498486,663,1
6506347,6506670,324,1
6507556,6507933,378,1
6532516,6532860,345,1
6564043,6564360,318,1
6570712,6571575,864,1
6586663,6587046,384,1
6587371,6587898,528,1
6590140,6590523,384,1
6593500,6593826,327,1
6613567,6614109,543,1
6624460,6624759,300,1
6635197,6635544,348,1
6639067,6639399,333,1
6651826,6652173,348,1
6664123,6664446,324,1
6665716,6666027,312,1
6666247,6666726,480,1
6674014,6674346,333,1
6678187,6678549,363,1
6714703,6715137,435,1
6715615,6715944,330,1
6758077,6758385,309,1
6763138,6763587,450,1
6783424,6783744,321,1
6847516,6847830,315,1
6905740,6906315,576,1
6916030,6916338,309,1
6919855,6920154,300,1
6938164,6938718,555,1
6954613,6954975,363,1
6962515,6963147,633,1
6973810,6974190,381,1
7007341,7007688,348,1
7008886,7009497,612,1
7014049,7014543,495,1
7016086,7016430,345,1
7017013,7017321,309,1
7018384,7018701,318,1
7033477,7033833,357,1
7044085,7044522,438,1
7053502,7053849,348,1
7057252,7057590,339,1
7059871,7060434,564,1
7064002,7064307,306,1
7068991,7069302,312,1
7069312,7069623,312,1
7101766,7102101,336,1
7103842,7104354,513,1
7104580,7104888,309,1
7113118,7113432,315,1
7120444,7120800,357,1
7123384,7123797,414,1
7146754,7147218,465,1
7147513,7147986,474,1
7154653,7154973,321,1
7161097,7161525,429,1
7163737,7164039,303,1
7170856,7171257,402,1
7172860,7173291,432,1
7176772,7177221,450,1
7199362,7199775,414,1
7207981,7208331,351,1
7220236,7220655,420,1
7222708,7223043,336,1
7226731,7227072,342,1
7229545,7229892,348,1
7231711,7232439,729,1
7279963,7280298,336,1
7283596,7284048,453,1
7284103,7284441,339,1
7292716,7293243,528,1
7297540,7297869,330,1
7325875,7326201,327,1
7344637,7344990,354,1
7349971,7350417,447,1
7352041,7352547,507,1
7360567,7360881,315,1
7367743,7368813,1071,1
7394443,7394742,300,1
7404082,7404399,318,1
7421749,7422081,333,1
7430110,7430631,522,1
7444189,7444563,375,1
7451200,7451529,330,1
7461619,7462041,423,1
7466620,7466937,318,1
7469368,7469748,381,1
7469809,7470201,393,1
7476553,7477050,498,1
7477549,7477947,399,1
7480327,7480635,309,1
7492615,7493088,474,1
7497148,7497474,327,1
7505551,7506036,486,1
7509121,7509528,408,1
7518760,7519104,345,1
7520509,7520955,447,1
7522018,7522335,318,1
7538806,7539180,375,1
7540225,7540566,342,1
7564816,7565343,528,1
7568047,7569507,1461,1
7573582,7574013,432,1
7574161,7574499,339,1
7574782,7575120,339,1
7578289,7578630,342,1
7586077,7586442,366,1
7587067,7587456,390,1
7588117,7588437,321,1
7588633,7588956,324,1
7589704,7590036,333,1
7600678,7601052,375,1
7614769,7615101,333,1
7628494,7628844,351,1
7631557,7631868,312,1
7634431,7634742,312,1
7643536,7643994,459,1
7651180,7651479,300,1
7654681,7655811,1131,1
7660573,7660965,393,1
7661527,7661967,441,1
7668493,7668804,312,1
7669921,7670271,351,1
7683832,7684323,492,1
7716007,7716513,507,1
7728085,7728519,435,1
7791502,7791861,360,1
7810375,7810794,420,1
7864894,7865553,660,1
7871362,7871748,387,1
7878919,7879230,312,1
7885357,7885671,315,1
7885795,7886124,330,1
7887223,7887558,336,1
7888267,7888632,366,1
7902865,7903374,510,1
7977733,7978101,369,1
7981399,7981866,468,1
7986742,7987296,555,1
7990075,7990749,675,1
7998319,7998648,330,1
8007439,8007831,393,1
8025751,8026341,591,1
8039641,8039997,357,1
8055322,8055789,468,1
8057845,8058162,318,1
8101648,8101980,333,1
8113798,8114187,390,1
8115691,8116008,318,1
8129152,8129505,354,1
8134918,8135226,309,1
8163169,8163651,483,1
8166178,8166510,333,1
8170129,8170572,444,1
8208790,8209137,348,1
8226550,8226945,396,1
8276467,8277291,825,1
